id,title,url,artist_id
8738986,Boy’s a liar Pt. 2,https://genius.com/Pinkpantheress-and-ice-spice-boys-a-liar-pt-2-lyrics,2664808
9160891,Barbie World,https://genius.com/Ice-spice-and-nicki-minaj-barbie-world-lyrics,2664808
9921114,Think U The Shit (Fart),https://genius.com/Ice-spice-think-u-the-shit-fart-lyrics,2664808
8976800,Princess Diana,https://genius.com/Ice-spice-and-nicki-minaj-princess-diana-lyrics,2664808
8271095,Munch (Feelin’ U),https://genius.com/Ice-spice-munch-feelin-u-lyrics,2664808
10615921,Did It First,https://genius.com/Ice-spice-and-central-cee-did-it-first-lyrics,2664808
8661544,​In Ha Mood,https://genius.com/Ice-spice-in-ha-mood-lyrics,2664808
9313391,Deli,https://genius.com/Ice-spice-deli-lyrics,2664808
9157172,Karma (Remix),https://genius.com/Taylor-swift-karma-remix-lyrics,2664808
8744324,Princess Diana,https://genius.com/Ice-spice-princess-diana-lyrics,2664808
8464497,Bikini Bottom,https://genius.com/Ice-spice-bikini-bottom-lyrics,2664808
10658768,BB Belt,https://genius.com/Ice-spice-bb-belt-lyrics,2664808
10279584,Gimmie A Light,https://genius.com/Ice-spice-gimmie-a-light-lyrics,2664808
8718522,Gangsta Boo,https://genius.com/Ice-spice-and-lil-tjay-gangsta-boo-lyrics,2664808
10294056,Fisherrr (Remix),https://genius.com/Cash-cobain-and-bay-swag-fisherrr-remix-lyrics,2664808
7360859,No Clarity,https://genius.com/Ice-spice-no-clarity-lyrics,2664808
10540552,Phat Butt,https://genius.com/Ice-spice-phat-butt-lyrics,2664808
8744328,Actin A Smoochie,https://genius.com/Ice-spice-actin-a-smoochie-lyrics,2664808
9025367,Princess Diana (Extendo Clip),https://genius.com/Ice-spice-and-nicki-minaj-princess-diana-extendo-clip-lyrics,2664808
10637039,Oh Shhh...,https://genius.com/Ice-spice-and-travis-scott-oh-shhh-lyrics,2664808
9616761,Pretty Girl,https://genius.com/Ice-spice-and-rema-pretty-girl-lyrics,2664808
10658759,Popa,https://genius.com/Ice-spice-popa-lyrics,2664808
8352059,On The Radar,https://genius.com/Ice-spice-on-the-radar-lyrics,2664808
9342818,How High?,https://genius.com/Ice-spice-how-high-lyrics,2664808
9342816,Butterfly Ku,https://genius.com/Ice-spice-butterfly-ku-lyrics,2664808
7908979,Name of Love,https://genius.com/Ice-spice-name-of-love-lyrics,2664808
10658762,Bitch I’m Packin’,https://genius.com/Ice-spice-and-gunna-bitch-im-packin-lyrics,2664808
8005149,Euphoric,https://genius.com/Ice-spice-euphoric-lyrics,2664808
10658766,Plenty Sun,https://genius.com/Ice-spice-plenty-sun-lyrics,2664808
8468642,Like,https://genius.com/Ice-spice-like-lyrics,2664808
10658771,TTYL,https://genius.com/Ice-spice-ttyl-lyrics,2664808
9263476,Barbie World (Clean),https://genius.com/Ice-spice-and-nicki-minaj-barbie-world-clean-lyrics,2664808
8340842,Be a Lady,https://genius.com/Ice-spice-be-a-lady-lyrics,2664808
6643729,Bully Freestyle,https://genius.com/Ice-spice-bully-freestyle-lyrics,2664808
10714364,GYAT,https://genius.com/Ice-spice-gyat-lyrics,2664808
10015829,Think U The Sh*t (Fart) (Clean Edit),https://genius.com/Ice-spice-think-u-the-sht-fart-clean-edit-lyrics,2664808
9274105,Barbie World (Extended),https://genius.com/Ice-spice-and-nicki-minaj-barbie-world-extended-lyrics,2664808
8368878,One Time,https://genius.com/B-lovee-skillibeng-and-ji-the-prince-of-ny-one-time-lyrics,2664808
8570823,Cake,https://genius.com/Ice-spice-cake-lyrics,2664808
8541518,Been Bad (Freestyle),https://genius.com/Ice-spice-been-bad-freestyle-lyrics,2664808
8790782,Princess Diana (Mixed),https://genius.com/Ice-spice-princess-diana-mixed-lyrics,2664808
9029226,Princess Diana (Sped Up),https://genius.com/Ice-spice-and-nicki-minaj-princess-diana-sped-up-lyrics,2664808
9723256,Мув* (Snippet 11.11.23),https://genius.com/Maybe-baby-snippet-111123-lyrics,2664808
8862088,Don’t Think*,https://genius.com/Ice-spice-dont-think-lyrics,2664808
10674802,Did It First (A Cappella),https://genius.com/Ice-spice-and-central-cee-did-it-first-a-cappella-lyrics,2664808
9480369,Deli (Mixed),https://genius.com/Ice-spice-deli-mixed-lyrics,2664808
8790807,In Ha Mood (Mixed),https://genius.com/Ice-spice-in-ha-mood-mixed-lyrics,2664808
10674799,Did It First (Sped Up),https://genius.com/Ice-spice-and-central-cee-did-it-first-sped-up-lyrics,2664808
8572319,Top (Freestyle),https://genius.com/Ice-spice-top-freestyle-lyrics,2664808
9371088,Barbie World (Mixed),https://genius.com/Ice-spice-and-nicki-minaj-barbie-world-mixed-lyrics,2664808
10674801,Did It First (Instrumental),https://genius.com/Ice-spice-and-central-cee-did-it-first-instrumental-lyrics,2664808
10000353,Think U The Shit (Fart) [Sped Up],https://genius.com/Ice-spice-think-u-the-shit-fart-sped-up-lyrics,2664808
9303777,Munch (Feelin’ U) (Remix),https://genius.com/Ice-spice-munch-feelin-u-remix-lyrics,2664808
9274401,Barbie World (Sped Up),https://genius.com/Ice-spice-and-nicki-minaj-barbie-world-sped-up-lyrics,2664808
10182172,New Body (Ice Spice Version),https://genius.com/Kanye-west-and-ty-dolla-sign-new-body-ice-spice-version-lyrics,2664808
10000354,Think U The Shit (Fart) [Slowed],https://genius.com/Ice-spice-think-u-the-shit-fart-slowed-lyrics,2664808
9330101,Moonlight*,https://genius.com/Ice-spice-moonlight-lyrics,2664808
10830747,Hannah Montana*,https://genius.com/Ice-spice-hannah-montana-lyrics,2664808
8995329,Boy’s a liar, Pt. 2 (Mixed),https://genius.com/Pinkpantheress-and-ice-spice-boys-a-liar-pt-2-mixed-lyrics,2664808
9322425,Untitled Ken Carson Collaboration*,https://genius.com/Ice-spice-untitled-ken-carson-collaboration-lyrics,2664808
9029232,Princess Diana (Slowed Down),https://genius.com/Ice-spice-and-nicki-minaj-princess-diana-slowed-down-lyrics,2664808
